family,stage,floors,top_floors,height_m,new_fail,new_ok,new_fail_bld,new_ok_bld,new_fail_pg,gfa_m2,far_pct,service_m2,real_m2,coverage_m2,bcr_pct,daylight_ratio,dong_gap_m,dong_gap_ratio,n_dong,mean_total_h,min_short_m,label
2개동,5 미세조정,52+52,52,175.6,97,42,48,22,49,37580,400.0,12984,50564,802,8.54,0.083,5.9,1.49,2,3.451,15.92,52층 361㎡(22.7×15.9m) + 52층 361㎡(22.7×15.9m)
2개동,5 미세조정,53+53,53,178.9,97,43,48,22,49,37580,400.0,13018,50598,787,8.38,0.104,7.4,1.84,2,3.443,16.68,53층 355㎡(21.3×16.7m) + 53층 355㎡(21.3×16.7m)
2개동,5 미세조정,53+53,53,178.9,97,33,48,13,49,37580,400.0,13018,50598,787,8.38,0.048,6.2,1.54,2,3.44,16.68,53층 355㎡(21.3×16.7m) + 53층 355㎡(21.3×16.7m)
단일,1b 층수·세장비,53,53,178.9,98,44,48,22,50,37580,400.0,10255,47835,772,8.21,0.185,,,1,3.497,15.37,53층 709㎡(46.1×15.4m)
단일,1b 층수·세장비,44,44,149.2,98,35,48,15,50,37580,400.0,8935,46515,920,9.79,0.044,,,1,3.495,18.48,44층 854㎡(46.2×18.5m)
단일,1b 층수·세장비,55,55,185.5,98,47,48,22,50,37580,400.0,10042,47622,742,7.9,0.161,,,1,3.488,16.53,55층 683㎡(41.3×16.5m)
단일,1b 층수·세장비,53,53,178.9,98,38,48,18,50,37580,400.0,9119,46699,764,8.14,0.086,,,1,3.479,21.74,53층 709㎡(32.6×21.7m)
단일,5 미세조정,53,53,178.9,98,39,48,16,50,37580,400.0,11314,48894,778,8.28,0.075,,,1,3.447,12.81,53층 709㎡(55.3×12.8m)
단일,5 미세조정,54,54,182.2,86,33,49,14,37,37580,400.0,10553,48133,759,8.08,0.096,,,1,3.518,14.66,54층 696㎡(47.5×14.7m)
단일,5 미세조정,54,54,182.2,86,36,49,17,37,37580,400.0,11009,48589,762,8.11,0.061,,,1,3.515,13.53,54층 696㎡(51.4×13.5m)
단일,5 미세조정,49,49,165.7,87,39,49,16,38,37580,400.0,10618,48198,837,8.91,0.025,,,1,3.462,13.85,49층 767㎡(55.4×13.8m)
단일,5 미세조정,50,50,169.0,89,36,49,17,40,37580,400.0,9828,47408,815,8.68,0.032,,,1,3.478,16.24,50층 752㎡(46.3×16.2m)
단일,5 미세조정,46,46,155.8,89,39,49,17,40,37580,400.0,10510,48090,891,9.49,0.029,,,1,3.461,13.75,46층 817㎡(59.4×13.8m)
단일,5 미세조정,52,52,175.6,90,33,49,14,41,37580,400.0,10032,47612,785,8.36,0.08,,,1,3.51,15.92,52층 723㎡(45.4×15.9m)
단일,5 미세조정,54,54,182.2,92,38,49,18,43,37580,400.0,12093,49673,769,8.18,0.07,,,1,3.49,11.59,54층 696㎡(60.1×11.6m)
단일,1b 층수·세장비,41,41,139.3,92,35,49,15,43,37580,400.0,8969,46549,988,10.51,0.113,,,1,3.487,17.48,41층 917㎡(52.4×17.5m)
단일,5 미세조정,51,51,172.3,93,37,49,17,44,37580,400.0,10904,48484,806,8.58,0.065,,,1,3.462,13.44,51층 737㎡(54.8×13.4m)
단일,5 미세조정,51,51,172.3,94,37,49,17,45,37580,400.0,11090,48670,807,8.59,0.062,,,1,3.46,13.06,51층 737㎡(56.4×13.1m)
단일,1b 층수·세장비,44,44,149.2,96,38,49,18,47,37580,400.0,8935,46515,920,9.79,0.114,,,1,3.499,18.48,44층 854㎡(46.2×18.5m)
단일,1b 층수·세장비,50,50,169.0,97,36,49,11,48,37580,400.0,9174,46754,811,8.63,0.082,,,1,3.464,19.39,50층 752㎡(38.8×19.4m)
단일,1b 층수·세장비,44,44,149.2,97,36,49,11,48,37580,400.0,9305,46885,923,9.82,0.058,,,1,3.463,16.87,44층 854㎡(50.6×16.9m)
단일,1b 층수·세장비,55,55,185.5,98,46,49,20,49,37580,400.0,9644,47224,740,7.87,0.057,,,1,3.485,18.48,55층 683㎡(37.0×18.5m)
2개동,5 미세조정,52+52,52,175.6,98,42,49,21,49,37580,400.0,13042,50622,802,8.54,0.086,5.3,1.32,2,3.452,15.52,52층 361㎡(23.3×15.5m) + 52층 361㎡(23.3×15.5m)
2개동,5 미세조정,53+53,53,178.9,98,42,49,21,49,37580,400.0,13117,50697,788,8.38,0.078,5.9,1.46,2,3.452,15.77,53층 355㎡(22.5×15.8m) + 53층 355㎡(22.5×15.8m)
2개동,5 미세조정,54+54,54,182.2,98,42,49,21,49,37580,400.0,13309,50889,774,8.24,0.071,5.1,1.28,2,3.448,15.23,54층 348㎡(22.8×15.2m) + 54층 348㎡(22.8×15.2m)
2개동,5 미세조정,55+55,55,185.5,98,42,49,21,49,37580,400.0,13279,50859,760,8.09,0.08,7.5,1.86,2,3.442,16.37,55층 342㎡(20.9×16.4m) + 55층 342㎡(20.9×16.4m)
단일,1b 층수·세장비,47,47,159.1,99,36,49,11,50,37580,400.0,9631,47211,866,9.22,0.062,,,1,3.461,16.33,47층 800㎡(49.0×16.3m)
단일,5 미세조정,46,46,155.8,99,37,49,13,50,37580,400.0,9826,47406,886,9.43,0.078,,,1,3.46,15.5,46층 817㎡(52.7×15.5m)
2개동,5 미세조정,55+55,55,185.5,99,42,49,22,50,37580,400.0,13381,50961,760,8.09,0.047,6.3,1.57,2,3.455,15.48,55층 342㎡(22.1×15.5m) + 55층 342㎡(22.1×15.5m)
단일,5 미세조정,50,50,169.0,85,33,50,14,35,37580,400.0,11337,48917,825,8.78,0.052,,,1,3.495,12.51,50층 752㎡(60.1×12.5m)
단일,5 미세조정,52,52,175.6,86,33,50,14,36,37580,400.0,11202,48782,793,8.44,0.06,,,1,3.504,12.93,52층 723㎡(55.9×12.9m)
단일,5 미세조정,49,49,165.7,86,32,50,13,36,37580,400.0,10618,48198,837,8.91,0.079,,,1,3.503,13.85,49층 767㎡(55.4×13.8m)
단일,5 미세조정,54,54,182.2,87,33,50,13,37,37580,400.0,11425,49005,764,8.14,0.053,,,1,3.508,12.69,54층 696㎡(54.8×12.7m)
단일,5 미세조정,52,52,175.6,87,33,50,13,37,37580,400.0,10794,48374,790,8.41,0.065,,,1,3.507,13.79,52층 723㎡(52.4×13.8m)
단일,5 미세조정,54,54,182.2,87,33,50,11,37,37580,400.0,10684,48264,760,8.09,0.089,,,1,3.506,14.31,54층 696㎡(48.6×14.3m)
단일,5 미세조정,55,55,185.5,88,33,50,13,38,37580,400.0,11342,48922,750,7.98,0.099,,,1,3.506,12.94,55층 683㎡(52.8×12.9m)
단일,5 미세조정,53,53,178.9,88,33,50,13,38,37580,400.0,11685,49265,781,8.31,0.046,,,1,3.492,12.15,53층 709㎡(58.3×12.2m)
단일,5 미세조정,55,55,185.5,89,33,50,13,39,37580,400.0,11725,49305,752,8.01,0.096,,,1,3.499,12.24,55층 683㎡(55.8×12.2m)
단일,5 미세조정,54,54,182.2,93,35,50,16,43,37580,400.0,10356,47936,758,8.07,0.07,,,1,3.504,15.23,54층 696㎡(45.7×15.2m)
단일,5 미세조정,54,54,182.2,95,37,50,17,45,37580,400.0,10545,48125,759,8.08,0.086,,,1,3.475,14.68,54층 696㎡(47.4×14.7m)
단일,5 미세조정,53,53,178.9,95,37,50,17,45,37580,400.0,10442,48022,773,8.22,0.086,,,1,3.475,14.82,53층 709㎡(47.9×14.8m)
단일,5 미세조정,49,49,165.7,95,37,50,17,45,37580,400.0,10465,48045,836,8.9,0.067,,,1,3.468,14.21,49층 767㎡(54.0×14.2m)
단일,1b 층수·세장비,44,44,149.2,96,34,50,10,46,37580,400.0,8579,46159,917,9.76,0.09,,,1,3.476,20.67,44층 854㎡(41.3×20.7m)
단일,5 미세조정,48,48,162.4,97,37,50,17,47,37580,400.0,10047,47627,851,9.05,0.084,,,1,3.477,15.17,48층 783㎡(51.6×15.2m)
단일,1b 층수·세장비,47,47,159.1,98,37,50,17,48,37580,400.0,9631,47211,866,9.22,0.049,,,1,3.485,16.33,47층 800㎡(49.0×16.3m)
단일,1b 층수·세장비,47,47,159.1,98,37,50,17,48,37580,400.0,9249,46829,863,9.19,0.06,,,1,3.484,17.88,47층 800㎡(44.7×17.9m)
2개동,5 미세조정,55+55,55,185.5,99,43,50,22,49,37580,400.0,13546,51126,761,8.1,0.073,5.1,1.28,2,3.466,14.52,55층 342㎡(23.5×14.5m) + 55층 342㎡(23.5×14.5m)
단일,5 미세조정,49,49,165.7,99,37,50,17,49,37580,400.0,11041,48621,840,8.94,0.046,,,1,3.466,12.97,49층 767㎡(59.1×13.0m)
단일,5 미세조정,47,47,159.1,99,37,50,17,49,37580,400.0,10978,48558,875,9.32,0.057,,,1,3.459,12.91,47층 800㎡(62.0×12.9m)
단일,5 미세조정,46,46,155.8,99,37,50,17,49,37580,400.0,10856,48436,894,9.51,0.061,,,1,3.458,13.05,46층 817㎡(62.6×13.0m)
단일,1b 층수·세장비,47,47,159.1,99,37,50,17,49,37580,400.0,11121,48701,876,9.33,0.054,,,1,3.453,12.65,47층 800㎡(63.2×12.6m)
2개동,5 미세조정,52+52,52,175.6,99,42,50,21,49,37580,400.0,12885,50465,801,8.53,0.104,7.2,1.79,2,3.443,16.83,52층 361㎡(21.5×16.8m) + 52층 361㎡(21.5×16.8m)
단일,1b 층수·세장비,47,47,159.1,100,34,50,14,50,37580,400.0,9631,47211,866,9.22,0.039,,,1,3.49,16.33,47층 800㎡(49.0×16.3m)
단일,1b 층수·세장비,53,53,178.9,100,35,50,11,50,37580,400.0,9119,46699,764,8.14,0.133,,,1,3.456,21.74,53층 709㎡(32.6×21.7m)
2개동,5 미세조정,55+55,55,185.5,100,42,50,22,50,37580,400.0,13279,50859,760,8.09,0.041,7.8,1.94,2,3.454,16.37,55층 342㎡(20.9×16.4m) + 55층 342㎡(20.9×16.4m)
2개동,5 미세조정,55+55,55,185.5,100,42,50,22,50,37580,400.0,13279,50859,760,8.09,0.049,7.5,1.86,2,3.447,16.37,55층 342㎡(20.9×16.4m) + 55층 342㎡(20.9×16.4m)
단일,1b 층수·세장비,53,53,178.9,101,42,50,22,51,37580,400.0,11062,48642,777,8.27,0.081,,,1,3.49,13.31,53층 709㎡(53.3×13.3m)
단일,1b 층수·세장비,55,55,185.5,82,37,51,17,31,37580,400.0,11278,48858,750,7.98,0.022,,,1,3.517,13.07,55층 683㎡(52.3×13.1m)
단일,1b 층수·세장비,53,53,178.9,85,37,51,22,34,37580,400.0,11838,49418,782,8.32,0.018,,,1,3.471,11.91,53층 709㎡(59.5×11.9m)
단일,5 미세조정,53,53,178.9,87,38,51,22,36,37580,400.0,9553,47133,767,8.17,0.046,,,1,3.559,18.27,53층 709㎡(38.8×18.3m)
단일,5 미세조정,49,49,165.7,87,37,51,22,36,37580,400.0,9842,47422,832,8.85,0.039,,,1,3.544,15.99,49층 767㎡(48.0×16.0m)
단일,5 미세조정,50,50,169.0,87,37,51,22,36,37580,400.0,9947,47527,816,8.68,0.039,,,1,3.542,15.83,50층 752㎡(47.5×15.8m)
단일,5 미세조정,53,53,178.9,87,35,51,16,36,37580,400.0,10580,48160,774,8.23,0.063,,,1,3.511,14.44,53층 709㎡(49.1×14.4m)
단일,1b 층수·세장비,53,53,178.9,87,37,51,17,36,37580,400.0,9849,47429,769,8.19,0.049,,,1,3.51,16.84,53층 709㎡(42.1×16.8m)
단일,5 미세조정,53,53,178.9,87,31,51,11,36,37580,400.0,10902,48482,776,8.26,0.067,,,1,3.507,13.66,53층 709㎡(51.9×13.7m)
단일,5 미세조정,55,55,185.5,87,31,51,11,36,37580,400.0,11535,49115,751,8.0,0.062,,,1,3.504,12.58,55층 683㎡(54.3×12.6m)
단일,5 미세조정,48,48,162.4,88,33,51,14,37,37580,400.0,10745,48325,856,9.11,0.052,,,1,3.502,13.46,48층 783㎡(58.2×13.5m)
단일,5 미세조정,51,51,172.3,88,33,51,14,37,37580,400.0,11273,48853,809,8.61,0.052,,,1,3.501,12.71,51층 737㎡(58.0×12.7m)
단일,5 미세조정,51,51,172.3,88,31,51,11,37,37580,400.0,11090,48670,807,8.59,0.052,,,1,3.496,13.06,51층 737㎡(56.4×13.1m)
단일,5 미세조정,51,51,172.3,88,31,51,11,37,37580,400.0,10686,48266,805,8.57,0.09,,,1,3.495,13.93,51층 737㎡(52.9×13.9m)
단일,5 미세조정,50,50,169.0,88,31,51,11,37,37580,400.0,10731,48311,821,8.74,0.068,,,1,3.489,13.71,50층 752㎡(54.8×13.7m)
단일,5 미세조정,55,55,185.5,89,33,51,13,38,37580,400.0,11115,48695,749,7.97,0.1,,,1,3.507,13.41,55층 683㎡(51.0×13.4m)
단일,5 미세조정,46,46,155.8,89,35,51,16,38,37580,400.0,9826,47406,886,9.43,0.057,,,1,3.505,15.5,46층 817㎡(52.7×15.5m)
단일,5 미세조정,51,51,172.3,89,33,51,13,38,37580,400.0,11090,48670,807,8.59,0.069,,,1,3.491,13.06,51층 737㎡(56.4×13.1m)
단일,1b 층수·세장비,53,53,178.9,90,36,51,17,39,37580,400.0,9119,46699,764,8.14,0.064,,,1,3.491,21.74,53층 709㎡(32.6×21.7m)
단일,5 미세조정,55,55,185.5,91,33,51,13,40,37580,400.0,10787,48367,747,7.95,0.11,,,1,3.513,14.18,55층 683㎡(48.2×14.2m)
단일,5 미세조정,52,52,175.6,91,33,51,13,40,37580,400.0,11570,49150,795,8.46,0.082,,,1,3.491,12.27,52층 723㎡(58.9×12.3m)
단일,5 미세조정,51,51,172.3,92,33,51,14,41,37580,400.0,9931,47511,800,8.51,0.077,,,1,3.508,16.08,51층 737㎡(45.8×16.1m)
단일,5 미세조정,52,52,175.6,92,34,51,14,41,37580,400.0,10952,48532,791,8.42,0.086,,,1,3.504,13.44,52층 723㎡(53.8×13.4m)
단일,5 미세조정,50,50,169.0,93,35,51,16,42,37580,400.0,10263,47843,818,8.71,0.049,,,1,3.505,14.87,50층 752㎡(50.6×14.9m)
단일,5 미세조정,50,50,169.0,93,35,51,16,42,37580,400.0,10129,47709,817,8.7,0.056,,,1,3.504,15.25,50층 752㎡(49.3×15.3m)
단일,5 미세조정,50,50,169.0,93,33,51,13,42,37580,400.0,9947,47527,816,8.68,0.12,,,1,3.5,15.83,50층 752㎡(47.5×15.8m)
단일,1b 층수·세장비,41,41,139.3,93,36,51,17,42,37580,400.0,8969,46549,988,10.51,0.037,,,1,3.489,17.48,41층 917㎡(52.4×17.5m)
단일,1b 층수·세장비,53,53,178.9,99,46,51,22,48,37580,400.0,10255,47835,772,8.21,0.094,,,1,3.489,15.37,53층 709㎡(46.1×15.4m)
단일,5 미세조정,51,51,172.3,99,37,51,17,48,37580,400.0,10050,47630,801,8.52,0.071,,,1,3.478,15.67,51층 737㎡(47.0×15.7m)
단일,1a 방위·위치,47,47,159.1,100,46,51,22,49,37580,400.0,9631,47211,866,9.22,0.079,,,1,3.488,16.33,47층 800㎡(49.0×16.3m)
단일,5 미세조정,47,47,159.1,100,37,51,17,49,37580,400.0,9937,47517,868,9.24,0.067,,,1,3.477,15.34,47층 800㎡(52.1×15.3m)
단일,5 미세조정,46,46,155.8,100,38,51,13,49,37580,400.0,9826,47406,886,9.43,0.041,,,1,3.455,15.5,46층 817㎡(52.7×15.5m)
단일,5 미세조정,49,49,165.7,100,39,51,14,49,37580,400.0,10861,48441,839,8.93,0.029,,,1,3.439,13.32,49층 767㎡(57.6×13.3m)
단일,1b 층수·세장비,50,50,169.0,101,44,51,18,50,37580,400.0,9174,46754,811,8.63,0.052,,,1,3.479,19.39,50층 752㎡(38.8×19.4m)
단일,1b 층수·세장비,53,53,178.9,101,37,51,17,50,37580,400.0,9849,47429,769,8.19,0.029,,,1,3.468,16.84,53층 709㎡(42.1×16.8m)
단일,1b 층수·세장비,53,53,178.9,102,43,51,22,51,37580,400.0,9849,47429,769,8.19,0.167,,,1,3.499,16.84,53층 709㎡(42.1×16.8m)
단일,5 미세조정,54,54,182.2,84,33,52,14,32,37580,400.0,11800,49380,767,8.16,0.03,,,1,3.507,12.04,54층 696㎡(57.8×12.0m)
단일,5 미세조정,52,52,175.6,84,36,52,17,32,37580,400.0,11202,48782,793,8.44,0.043,,,1,3.502,12.93,52층 723㎡(55.9×12.9m)
단일,5 미세조정,51,51,172.3,86,37,52,22,34,37580,400.0,9555,47135,797,8.49,0.031,,,1,3.571,17.61,51층 737㎡(41.8×17.6m)
단일,5 미세조정,55,55,185.5,86,36,52,16,34,37580,400.0,11115,48695,749,7.97,0.044,,,1,3.517,13.41,55층 683㎡(51.0×13.4m)
단일,5 미세조정,51,51,172.3,86,33,52,14,34,37580,400.0,11454,49034,810,8.62,0.039,,,1,3.5,12.39,51층 737㎡(59.5×12.4m)
단일,5 미세조정,48,48,162.4,87,38,52,22,35,37580,400.0,9505,47085,847,9.01,0.047,,,1,3.564,17.03,48층 783㎡(46.0×17.0m)
단일,5 미세조정,51,51,172.3,87,38,52,22,35,37580,400.0,10050,47630,801,8.52,0.048,,,1,3.56,15.67,51층 737㎡(47.0×15.7m)
단일,5 미세조정,49,49,165.7,87,38,52,22,35,37580,400.0,9608,47188,830,8.84,0.044,,,1,3.559,16.85,49층 767㎡(45.5×16.9m)
단일,5 미세조정,51,51,172.3,87,33,52,13,35,37580,400.0,10686,48266,805,8.57,0.046,,,1,3.5,13.93,51층 737㎡(52.9×13.9m)
단일,5 미세조정,50,50,169.0,88,38,52,22,36,37580,400.0,9266,46846,811,8.64,0.043,,,1,3.57,18.81,50층 752㎡(40.0×18.8m)
단일,5 미세조정,49,49,165.7,88,38,52,22,36,37580,400.0,9452,47032,829,8.83,0.046,,,1,3.565,17.52,49층 767㎡(43.8×17.5m)
단일,5 미세조정,50,50,169.0,88,33,52,14,36,37580,400.0,10576,48156,820,8.73,0.056,,,1,3.505,14.06,50층 752㎡(53.4×14.1m)
단일,5 미세조정,49,49,165.7,88,32,52,13,36,37580,400.0,11218,48798,841,8.95,0.059,,,1,3.494,12.64,49층 767㎡(60.7×12.6m)
단일,1b 층수·세장비,47,47,159.1,89,36,52,17,37,37580,400.0,9249,46829,863,9.19,0.044,,,1,3.504,17.88,47층 800㎡(44.7×17.9m)
단일,1b 층수·세장비,38,38,129.4,89,31,52,11,37,37580,400.0,8621,46201,1063,11.31,0.063,,,1,3.484,18.16,38층 989㎡(54.5×18.2m)
단일,5 미세조정,51,51,172.3,91,33,52,14,39,37580,400.0,12157,49737,814,8.67,0.047,,,1,3.474,11.31,51층 737㎡(65.1×11.3m)
단일,5 미세조정,51,51,172.3,92,33,52,13,40,37580,400.0,10536,48116,804,8.55,0.104,,,1,3.503,14.29,51층 737㎡(51.6×14.3m)
단일,5 미세조정,50,50,169.0,92,33,52,13,40,37580,400.0,10576,48156,820,8.73,0.105,,,1,3.498,14.06,50층 752㎡(53.4×14.1m)
단일,5 미세조정,52,52,175.6,92,33,52,13,40,37580,400.0,11202,48782,793,8.44,0.107,,,1,3.496,12.93,52층 723㎡(55.9×12.9m)
단일,5 미세조정,51,51,172.3,93,33,52,14,41,37580,400.0,11090,48670,807,8.59,0.082,,,1,3.499,13.06,51층 737㎡(56.4×13.1m)
단일,1b 층수·세장비,55,55,185.5,93,38,52,18,41,37580,400.0,11278,48858,750,7.98,0.117,,,1,3.496,13.07,55층 683㎡(52.3×13.1m)
단일,1b 층수·세장비,41,41,139.3,94,34,52,14,42,37580,400.0,8969,46549,988,10.51,0.089,,,1,3.488,17.48,41층 917㎡(52.4×17.5m)
단일,1a 방위·위치,47,47,159.1,96,38,52,15,44,37580,400.0,9631,47211,866,9.22,0.065,,,1,3.487,16.33,47층 800㎡(49.0×16.3m)
단일,5 미세조정,55,55,185.5,97,40,52,17,45,37580,400.0,10787,48367,747,7.95,0.073,,,1,3.465,14.18,55층 683㎡(48.2×14.2m)
단일,1b 층수·세장비,41,41,139.3,97,35,52,13,45,37580,400.0,9679,47259,993,10.57,0.08,,,1,3.463,15.14,41층 917㎡(60.6×15.1m)
단일,5 미세조정,48,48,162.4,97,37,52,17,45,37580,400.0,10353,47933,853,9.08,0.054,,,1,3.452,14.35,48층 783㎡(54.5×14.4m)
단일,5 미세조정,53,53,178.9,98,39,52,17,46,37580,400.0,11062,48642,777,8.27,0.064,,,1,3.453,13.31,53층 709㎡(53.3×13.3m)
단일,1b 층수·세장비,55,55,185.5,99,48,52,22,47,37580,400.0,10042,47622,742,7.9,0.068,,,1,3.489,16.53,55층 683㎡(41.3×16.5m)
단일,5 미세조정,44,44,149.2,99,37,52,13,47,37580,400.0,9895,47475,927,9.87,0.048,,,1,3.456,14.99,44층 854㎡(57.0×15.0m)
단일,5 미세조정,54,54,182.2,100,38,52,19,48,37580,400.0,10553,48133,759,8.08,0.064,,,1,3.499,14.66,54층 696㎡(47.5×14.7m)
2개동,5 미세조정,53+53,53,178.9,100,38,52,18,48,37580,400.0,13117,50697,788,8.38,0.071,5.9,1.46,2,3.459,15.77,53층 355㎡(22.5×15.8m) + 53층 355㎡(22.5×15.8m)
단일,1b 층수·세장비,47,47,159.1,101,45,52,21,49,37580,400.0,9631,47211,866,9.22,0.073,,,1,3.488,16.33,47층 800㎡(49.0×16.3m)
단일,1b 층수·세장비,53,53,178.9,101,38,52,18,49,37580,400.0,9119,46699,764,8.14,0.112,,,1,3.483,21.74,53층 709㎡(32.6×21.7m)
2개동,5 미세조정,55+55,55,185.5,101,42,52,22,49,37580,400.0,13441,51021,761,8.1,0.051,5.9,1.48,2,3.457,15.09,55층 342㎡(22.6×15.1m) + 55층 342㎡(22.6×15.1m)
2개동,5 미세조정,54+54,54,182.2,101,42,52,22,49,37580,400.0,13250,50830,774,8.24,0.052,6.3,1.57,2,3.456,15.63,54층 348㎡(22.3×15.6m) + 54층 348㎡(22.3×15.6m)
2개동,5 미세조정,54+54,54,182.2,102,43,52,22,50,37580,400.0,13309,50889,774,8.24,0.076,5.8,1.45,2,3.462,15.23,54층 348㎡(22.8×15.2m) + 54층 348㎡(22.8×15.2m)
2개동,5 미세조정,53+53,53,178.9,102,42,52,22,50,37580,400.0,13117,50697,788,8.38,0.078,6.2,1.54,2,3.461,15.77,53층 355㎡(22.5×15.8m) + 53층 355㎡(22.5×15.8m)
2개동,5 미세조정,54+54,54,182.2,102,43,52,22,50,37580,400.0,13250,50830,774,8.24,0.078,6.4,1.59,2,3.459,15.63,54층 348㎡(22.3×15.6m) + 54층 348㎡(22.3×15.6m)
단일,1b 층수·세장비,53,53,178.9,102,35,52,11,50,37580,400.0,9119,46699,764,8.14,0.128,,,1,3.456,21.74,53층 709㎡(32.6×21.7m)
2개동,5 미세조정,52+52,52,175.6,102,44,52,22,50,37580,400.0,13144,50724,803,8.55,0.06,4.1,1.03,2,3.449,14.93,52층 361㎡(24.2×14.9m) + 52층 361㎡(24.2×14.9m)
2개동,5 미세조정,52+52,52,175.6,102,42,52,22,50,37580,400.0,12885,50465,801,8.53,0.129,6.9,1.72,2,3.444,16.83,52층 361㎡(21.5×16.8m) + 52층 361㎡(21.5×16.8m)
단일,5 미세조정,55,55,185.5,104,40,52,15,52,37580,400.0,10787,48367,747,7.95,0.053,,,1,3.466,14.18,55층 683㎡(48.2×14.2m)
단일,5 미세조정,53,53,178.9,85,37,53,22,32,37580,400.0,10255,47835,772,8.21,0.024,,,1,3.568,15.37,53층 709㎡(46.1×15.4m)
단일,5 미세조정,48,48,162.4,87,38,53,22,34,37580,400.0,9070,46650,844,8.98,0.029,,,1,3.563,19.19,48층 783㎡(40.8×19.2m)
단일,5 미세조정,53,53,178.9,88,38,53,22,35,37580,400.0,9553,47133,767,8.17,0.025,,,1,3.572,18.27,53층 709㎡(38.8×18.3m)
단일,5 미세조정,50,50,169.0,88,38,53,22,35,37580,400.0,9266,46846,811,8.64,0.029,,,1,3.56,18.81,50층 752㎡(40.0×18.8m)
단일,5 미세조정,52,52,175.6,88,37,53,22,35,37580,400.0,9652,47232,783,8.33,0.026,,,1,3.555,17.44,52층 723㎡(41.4×17.4m)
단일,5 미세조정,52,52,175.6,88,38,53,22,35,37580,400.0,9911,47491,784,8.35,0.043,,,1,3.544,16.36,52층 723㎡(44.2×16.4m)
단일,5 미세조정,48,48,162.4,88,37,53,22,35,37580,400.0,9737,47317,849,9.03,0.037,,,1,3.54,16.15,48층 783㎡(48.5×16.2m)
단일,5 미세조정,54,54,182.2,90,33,53,14,37,37580,400.0,10684,48264,760,8.09,0.094,,,1,3.517,14.31,54층 696㎡(48.6×14.3m)
단일,1b 층수·세장비,44,44,149.2,90,36,53,17,37,37580,400.0,9305,46885,923,9.82,0.04,,,1,3.499,16.87,44층 854㎡(50.6×16.9m)
단일,5 미세조정,51,51,172.3,91,32,53,12,38,37580,400.0,9931,47511,800,8.51,0.111,,,1,3.504,16.08,51층 737㎡(45.8×16.1m)
단일,1b 층수·세장비,38,38,129.4,93,35,53,15,40,37580,400.0,9305,46885,1069,11.37,0.058,,,1,3.479,15.72,38층 989㎡(62.9×15.7m)
단일,1b 층수·세장비,38,38,129.4,96,33,53,14,43,37580,400.0,7947,45527,1057,11.25,0.046,,,1,3.495,22.24,38층 989㎡(44.5×22.2m)
단일,1b 층수·세장비,50,50,169.0,96,31,53,11,43,37580,400.0,8844,46424,809,8.61,0.125,,,1,3.483,22.38,50층 752㎡(33.6×22.4m)
단일,1b 층수·세장비,50,50,169.0,98,37,53,17,45,37580,400.0,9553,47133,813,8.66,0.095,,,1,3.478,17.34,50층 752㎡(43.3×17.3m)
단일,1b 층수·세장비,41,41,139.3,98,33,53,13,45,37580,400.0,9679,47259,993,10.57,0.056,,,1,3.47,15.14,41층 917㎡(60.6×15.1m)
단일,1b 층수·세장비,50,50,169.0,99,38,53,17,46,37580,400.0,9553,47133,813,8.66,0.095,,,1,3.471,17.34,50층 752㎡(43.3×17.3m)
단일,1b 층수·세장비,53,53,178.9,99,38,53,17,46,37580,400.0,10255,47835,772,8.21,0.088,,,1,3.468,15.37,53층 709㎡(46.1×15.4m)
단일,5 미세조정,47,47,159.1,100,37,53,14,47,37580,400.0,9937,47517,868,9.24,0.066,,,1,3.456,15.34,47층 800㎡(52.1×15.3m)
2개동,5 미세조정,52+52,52,175.6,101,32,53,13,48,37580,400.0,12885,50465,801,8.53,0.055,7.2,1.79,2,3.456,16.83,52층 361㎡(21.5×16.8m) + 52층 361㎡(21.5×16.8m)
단일,5 미세조정,48,48,162.4,101,40,53,17,48,37580,400.0,10505,48085,854,9.09,0.058,,,1,3.446,13.99,48층 783㎡(56.0×14.0m)
단일,1b 층수·세장비,44,44,149.2,102,32,53,11,49,37580,400.0,8270,45850,915,9.74,0.122,,,1,3.464,23.86,44층 854㎡(35.8×23.9m)
단일,1b 층수·세장비,44,44,149.2,104,42,53,22,51,37580,400.0,10040,47620,928,9.88,0.119,,,1,3.467,14.61,44층 854㎡(58.4×14.6m)
2개동,5 미세조정,52+52,52,175.6,105,42,53,22,52,37580,400.0,13042,50622,802,8.54,0.045,5.3,1.32,2,3.466,15.52,52층 361㎡(23.3×15.5m) + 52층 361㎡(23.3×15.5m)
단일,5 미세조정,54,54,182.2,87,33,54,14,33,37580,400.0,11170,48750,763,8.12,0.073,,,1,3.511,13.19,54층 696㎡(52.8×13.2m)
단일,1b 층수·세장비,41,41,139.3,90,33,54,14,36,37580,400.0,9679,47259,993,10.57,0.038,,,1,3.491,15.14,41층 917㎡(60.6×15.1m)
단일,1b 층수·세장비,53,53,178.9,91,36,54,13,37,37580,400.0,9119,46699,764,8.14,0.075,,,1,3.466,21.74,53층 709㎡(32.6×21.7m)
단일,5 미세조정,52,52,175.6,96,38,54,18,42,37580,400.0,11570,49150,795,8.46,0.088,,,1,3.49,12.27,52층 723㎡(58.9×12.3m)
